"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Wisconsin"	"55"	"2005"	"2005"	"August"	"8"	6289
	"Wisconsin"	"55"	"2005"	"2005"	"September"	"9"	6064
	"Wisconsin"	"55"	"2005"	"2005"	"October"	"10"	5730
	"Wisconsin"	"55"	"2005"	"2005"	"November"	"11"	5644
	"Wisconsin"	"55"	"2005"	"2005"	"December"	"12"	5741
	"Wisconsin"	"55"	"2006"	"2006"	"January"	"1"	5608
	"Wisconsin"	"55"	"2006"	"2006"	"February"	"2"	5352
	"Wisconsin"	"55"	"2006"	"2006"	"March"	"3"	6043
	"Wisconsin"	"55"	"2006"	"2006"	"April"	"4"	5811
	"Wisconsin"	"55"	"2006"	"2006"	"May"	"5"	6229
	"Wisconsin"	"55"	"2006"	"2006"	"June"	"6"	6262
	"Wisconsin"	"55"	"2006"	"2006"	"July"	"7"	6234
	"Wisconsin"	"55"	"2006"	"2006"	"August"	"8"	6645
	"Wisconsin"	"55"	"2006"	"2006"	"September"	"9"	6292
	"Wisconsin"	"55"	"2006"	"2006"	"October"	"10"	6216
	"Wisconsin"	"55"	"2006"	"2006"	"November"	"11"	5869
	"Wisconsin"	"55"	"2006"	"2006"	"December"	"12"	5779
	"Wyoming"	"56"	"2003"	"2003"	"January"	"1"	503
	"Wyoming"	"56"	"2003"	"2003"	"February"	"2"	481
	"Wyoming"	"56"	"2003"	"2003"	"March"	"3"	538
	"Wyoming"	"56"	"2003"	"2003"	"April"	"4"	577
	"Wyoming"	"56"	"2003"	"2003"	"May"	"5"	597
	"Wyoming"	"56"	"2003"	"2003"	"June"	"6"	604
	"Wyoming"	"56"	"2003"	"2003"	"July"	"7"	615
	"Wyoming"	"56"	"2003"	"2003"	"August"	"8"	591
	"Wyoming"	"56"	"2003"	"2003"	"September"	"9"	571
	"Wyoming"	"56"	"2003"	"2003"	"October"	"10"	546
	"Wyoming"	"56"	"2003"	"2003"	"November"	"11"	527
	"Wyoming"	"56"	"2003"	"2003"	"December"	"12"	550
	"Wyoming"	"56"	"2004"	"2004"	"January"	"1"	520
	"Wyoming"	"56"	"2004"	"2004"	"February"	"2"	502
	"Wyoming"	"56"	"2004"	"2004"	"March"	"3"	566
	"Wyoming"	"56"	"2004"	"2004"	"April"	"4"	610
	"Wyoming"	"56"	"2004"	"2004"	"May"	"5"	590
	"Wyoming"	"56"	"2004"	"2004"	"June"	"6"	548
	"Wyoming"	"56"	"2004"	"2004"	"July"	"7"	586
	"Wyoming"	"56"	"2004"	"2004"	"August"	"8"	559
	"Wyoming"	"56"	"2004"	"2004"	"September"	"9"	613
	"Wyoming"	"56"	"2004"	"2004"	"October"	"10"	575
	"Wyoming"	"56"	"2004"	"2004"	"November"	"11"	543
	"Wyoming"	"56"	"2004"	"2004"	"December"	"12"	595
	"Wyoming"	"56"	"2005"	"2005"	"January"	"1"	554
	"Wyoming"	"56"	"2005"	"2005"	"February"	"2"	537
	"Wyoming"	"56"	"2005"	"2005"	"March"	"3"	661
	"Wyoming"	"56"	"2005"	"2005"	"April"	"4"	627
	"Wyoming"	"56"	"2005"	"2005"	"May"	"5"	647
	"Wyoming"	"56"	"2005"	"2005"	"June"	"6"	620
	"Wyoming"	"56"	"2005"	"2005"	"July"	"7"	591
	"Wyoming"	"56"	"2005"	"2005"	"August"	"8"	625
	"Wyoming"	"56"	"2005"	"2005"	"September"	"9"	643
	"Wyoming"	"56"	"2005"	"2005"	"October"	"10"	546
	"Wyoming"	"56"	"2005"	"2005"	"November"	"11"	572
	"Wyoming"	"56"	"2005"	"2005"	"December"	"12"	616
	"Wyoming"	"56"	"2006"	"2006"	"January"	"1"	622
	"Wyoming"	"56"	"2006"	"2006"	"February"	"2"	513
	"Wyoming"	"56"	"2006"	"2006"	"March"	"3"	639
	"Wyoming"	"56"	"2006"	"2006"	"April"	"4"	639
	"Wyoming"	"56"	"2006"	"2006"	"May"	"5"	704
	"Wyoming"	"56"	"2006"	"2006"	"June"	"6"	640
	"Wyoming"	"56"	"2006"	"2006"	"July"	"7"	663
	"Wyoming"	"56"	"2006"	"2006"	"August"	"8"	696
	"Wyoming"	"56"	"2006"	"2006"	"September"	"9"	669
	"Wyoming"	"56"	"2006"	"2006"	"October"	"10"	665
	"Wyoming"	"56"	"2006"	"2006"	"November"	"11"	607
	"Wyoming"	"56"	"2006"	"2006"	"December"	"12"	615
"---"
"Dataset: Natality, 2003-2006"
"Query Parameters:"
"Group By: State; Year; Month"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Sep 4, 2019 3:20:36 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2003-2006, on CDC"
"WONDER Online Database, March 2009. Accessed at http://wonder.cdc.gov/natality-v2006.html on Sep 4, 2019 3:20:36 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
